id,key,value,type
4822336,name,慧忠路,regular
4822336,oneway,yes,regular
4822336,highway,tertiary,regular
4822336,int_name,Huizhong Lu,regular
4822336,zh_pinyin,Huì Zhōng Lù,name
4845045,name,护城河,regular
4845045,water,moat,regular
4845045,de,Palastgraben,name
4845045,en,Palace Moat,name
4845045,zh,护城河,name
4845045,natural,water,regular
4922662,bicycle,no,regular
4922662,highway,pedestrian,regular
4922662,name,南锣鼓巷,regular
4922662,en,South Luogu Alley,name
4922662,en_pinyin,South Luogu Alley,name
4922662,zh_py,Nanluogu Xiang,name
4922662,service,alley,regular
4922662,wikipedia,zh:南锣鼓巷,regular
4964849,highway,residential,regular
5168726,name,北三环东路,regular
5168726,lanes,3,regular
5168726,oneway,yes,regular
5168726,highway,trunk,regular
5169097,name,西三环北路,regular
5169097,oneway,yes,regular
5169097,highway,trunk,regular
5217979,layer,1,regular
5217979,bridge,yes,regular
5217979,highway,footway,regular
8861304,name,朝阳北路,regular
8861304,oneway,yes,regular
8861304,highway,secondary,regular
8861304,int_name,Chaoyang Beilu,regular
8861304,zh_pinyin,cháoyáng běi lù,name
9746850,oneway,yes,regular
9746850,highway,secondary_link,regular
9932203,oneway,yes,regular
9932203,highway,residential,regular
13433115,name,北蜂窝路,regular
13433115,oneway,yes,regular
13433115,highway,tertiary,regular
13433115,en,Beifengwo Road,name
13433115,int_name,Beifengwo Lu,regular
22036897,name,崇文门外大街,regular
22036897,oneway,yes,regular
22036897,highway,primary,regular
22036897,en,Outer Chongwenmen Str,name
22036897,zh,崇文门外大街,name
22036897,zh_pinyin,Chóngwénmén wài dà jiē,name
22758736,lit,yes,regular
22758736,name,新街口外大街,regular
22758736,oneway,yes,regular
22758736,highway,secondary,regular
22758736,zh_pinyin,Outer Xinjiekou Str,name
22771900,name,学院路,regular
22771900,oneway,yes,regular
22771900,highway,tertiary,regular
22787963,ref,P3,regular
22787963,aeroway,taxiway,regular
22788597,highway,residential,regular
22797977,name,幸福大街,regular
22797977,oneway,yes,regular
22797977,highway,secondary,regular
22797977,en,Xingfu Street,name
22797977,zh,幸福大街,name
22797977,int_name,Xingfu Dajie,regular
22799951,name,清华路,regular
22799951,access,permissive,regular
22799951,highway,service,regular
22800041,name,北三环东路,regular
22800041,oneway,yes,regular
22800041,highway,tertiary,regular
23023863,aeroway,taxiway,regular
23116008,oneway,yes,regular
23116008,highway,motorway_link,regular
23215394,name,文化园西路,regular
23215394,oneway,yes,regular
23215394,highway,secondary,regular
23215394,en,Wenhuayuan xilu,name
23351487,name,百万庄大街,regular
23351487,highway,secondary,regular
23351487,en,Baiwanzhuang Str,name
23351487,trolley_wire,yes,regular
23426905,service,siding,regular
23892332,name,南湖中园二条,regular
23892332,highway,tertiary,regular
24150864,layer,1,regular
24150864,bridge,yes,regular
24150864,oneway,yes,regular
24150864,highway,motorway_link,regular
24399971,right,lane,cycleway
24399971,highway,trunk,regular
24399971,name,京密路,regular
24399971,oneway,yes,regular
24399971,ref,G101 G111,regular
24476177,highway,tertiary,regular
24476177,oneway,yes,regular
24476204,name,日坛公园,regular
24476204,leisure,park,regular
24476204,en,Ritan Park,name
24476204,zh_pinyin,Rìtán Gōngyuán,name
24476296,name,干面胡同,regular
24476296,highway,service,regular
24476296,service,alley,regular
24476296,int_name,Ganmian Hutong,regular
24476313,highway,service,regular
24476313,service,alley,regular
24476430,name,煤渣胡同,regular
24476430,highway,residential,regular
24476430,en,Meizha Alley,name
24487629,layer,1,regular
24487629,bridge,yes,regular
24487629,highway,footway,regular
24691240,highway,tertiary,regular
24797703,name,育知西路,regular
24797703,highway,tertiary,regular
24797703,int_name,Yv Zhi Xi Lu,regular
24804515,highway,service,regular
24804760,name,毡子胡同,regular
24804760,highway,service,regular
24804760,en,Zhanzi Alley,name
24804760,service,alley,regular
24804760,int_name,Zhanzi Hutong,regular
24804811,foot,yes,regular
24804811,highway,footway,regular
24804898,name,黑山扈路,regular
24804898,oneway,yes,regular
24804898,highway,secondary,regular
24804898,en,Heishanhu Road,name
24825400,name,地坛公园,regular
24825400,leisure,park,regular
24825400,en,Temple of Earth Park,name
24825400,zh,地坛公园,name
24825400,zh_pinyin,Dìtán gōngyuán,name
24850768,name,北京站16道,regular
24850768,gauge,1435,regular
24850768,railway,rail,regular
24850768,service,siding,regular
24850768,voltage,25000,regular
24850768,electrified,contact_line,regular
24851862,name,北京站12道,regular
24851862,railway,rail,regular
24861481,name,西长联络线,regular
24861481,layer,1,regular
24861481,bridge,yes,regular
24861481,railway,rail,regular
25004142,name,模式口大街,regular
25004142,highway,tertiary,regular
25004142,en,mo shi kou street,name
25004142,zh_pinyin,mo shi kou da jie,name
25004600,highway,footway,regular
25004600,surface,unpaved,regular
25004600,tracktype,grade5,regular
25004739,highway,footway,regular
25004739,surface,unpaved,regular
25004739,tracktype,grade5,regular
25057123,railway,rail,regular
25081384,name,北池子大街,regular
25081384,highway,tertiary,regular
25081384,en,Beichizi Avenue,name
25081384,zh,北池子大街,name
25081384,zh_pinyin,Beichizi Dajie,name
25091661,name,京沪线,regular
25091661,en,Jinghu Line,name
25091661,zh,京沪线,name
25091661,railway,rail,regular
25093974,name,京沪线,regular
25093974,gauge,1435,regular
25093974,en,Jinghu Line,name
25093974,zh,京沪线,name
25093974,railway,rail,regular
25093974,voltage,25000,regular
25093974,frequency,50,regular
25093974,electrified,contact_line,regular
25097167,building,yes,regular
25097167,name,太和殿,regular
25097167,de,Halle der Höchsten Harmonie,name
25097167,en,Hall of Supreme Harmony,name
25097167,fr,Hall de l'Harmonie suprême,name
25097167,pl,Pawilon Najwyższej Harmonii,name
25097167,ru,Зал высшей гармонии,name
25097167,zh,太和殿,name
25097167,zh_pinyin,Tàihédiàn,name
25097167,colour,#FB994D,roof
25097167,material,roof_tiles,roof
25097167,shape,hipped,roof
25109772,name,故宫,regular
25109772,layer,-4,regular
25109772,de,Verbotene Stadt,name
25109772,en,Forbidden City,name
25109772,es,Ciudad Prohibida,name
25109772,fr,Cité Interdite,name
25109772,it,Città Proibita,name
25109772,pl,Zakazane Miasto,name
25109772,sk,Zakázané mesto,name
25109772,zh,故宫,name
25109772,tourism,attraction,regular
25109772,alt_name,紫禁城,regular
25109772,wikidata,Q80290,regular
25109772,wikipedia,zh:故宮,regular
25109772,en,Forbidden_City,wikipedia
25109772,opening_hours,Mo-Su 08:30-17:00; Oct 16-Apr 15 08:30-16:30,regular
25109772,zh_pinyin,Gùgōng,name
25122425,name,天津河北边界,regular
25122425,en,Boundary Hebei - Tianjin,name
25122425,zh,天津河北边界,name
25122425,boundary,administrative,regular
25122425,admin_level,4,regular
25189610,name,基杨路,regular
25189610,highway,tertiary,regular
25196779,layer,1,regular
25196779,bridge,yes,regular
25196779,railway,rail,regular
25198284,railway,rail,regular
25214171,highway,footway,regular
25214181,oneway,yes,regular
25214181,highway,tertiary_link,regular
25375818,highway,footway,regular
25375842,layer,1,regular
25375842,bridge,yes,regular
25375842,highway,service,regular
25375855,name,畅观楼,regular
25375855,en,Chang Guan Building,name
25375855,ru,храм,name
25375855,zh,храм,name
25375855,building,yes,regular
25375855,historic,castle,regular
25375866,oneway,yes,regular
25375866,highway,tertiary,regular
25375880,waterway,river,regular
25409143,highway,footway,regular
25429575,highway,footway,regular
25446417,name,北三环西路,regular
25446417,lanes,3,regular
25446417,oneway,yes,regular
25446417,highway,secondary,regular
25446438,name,双峪路,regular
25446438,layer,1,regular
25446438,bridge,yes,regular
25446438,oneway,yes,regular
25446438,highway,primary,regular
25659822,name,得实大厦,regular
25659822,en,Dascom Building,name
25659822,building,yes,regular
25671210,oneway,yes,regular
25671210,highway,trunk_link,regular
25686354,lanes,2,regular
25686354,oneway,yes,regular
25686354,bicycle,yes,regular
25686354,highway,secondary_link,regular
25756928,name,管庄路,regular
25756928,highway,tertiary,regular
25775113,highway,footway,regular
25775113,surface,unpaved,regular
25775113,tracktype,grade5,regular
25847371,highway,residential,regular
25847382,building,yes,regular
25874571,name,上地三街,regular
25874571,oneway,yes,regular
25874571,bicycle,no,regular
25874571,highway,secondary,regular
25874571,en,Shang Di 3 Street,name
25895795,highway,residential,regular
25985491,highway,footway,regular
26063941,highway,footway,regular
26119402,highway,footway,regular
26131293,highway,footway,regular
26139124,highway,footway,regular
26139150,bicycle,yes,regular
26139150,highway,track,regular
26139150,tracktype,grade4,regular
26139161,name,农大南路,regular
26139161,oneway,yes,regular
26139161,highway,tertiary,regular
26141468,name,西二旗西路,regular
26141468,highway,tertiary,regular
26152115,highway,tertiary,regular
26152139,name,上地七街,regular
26152139,oneway,yes,regular
26152139,highway,secondary,regular
26152139,en,Shang Di 7 Street,name
26288336,layer,1,regular
26288336,bridge,yes,regular
26288336,oneway,yes,regular
26288336,highway,trunk_link,regular
26288888,name,京九线,regular
26288888,layer,1,regular
26288888,bridge,yes,regular
26288888,en,Jingjiu Line,name
26288888,zh,京九线,name
26288888,railway,rail,regular
26289036,name,玉林西路,regular
26289036,highway,tertiary,regular
26289036,int_name,Yulin Xilu,regular
26289418,name,菜户营南路,regular
26289418,oneway,yes,regular
26289418,highway,tertiary,regular
26290074,railway,rail,regular
26290074,service,siding,regular
26295104,name,右安门桥,regular
26295104,layer,1,regular
26295104,bridge,yes,regular
26295104,oneway,yes,regular
26295104,highway,trunk,regular
26295104,int_name,You'anmen Qiao,regular
26295345,oneway,yes,regular
26295345,highway,tertiary_link,regular
26295345,maxheight,3.5,regular
26320432,alt_name,迎宾路南环岛,regular
26320432,right,track,cycleway
26320432,highway,secondary,regular
26320432,junction,roundabout,regular
26320432,name,迎宾环岛,regular
26320432,en,Ying Bin Roundabout,name
26320968,highway,footway,regular
26328078,oneway,yes,regular
26328078,highway,secondary_link,regular
26330046,highway,footway,regular
26334373,bridge,yes,regular
26334373,layer,1,regular
26334373,railway,rail,regular
26334373,service,spur,regular
26345728,highway,footway,regular
26345755,highway,footway,regular
26345779,highway,footway,regular
26365182,railway,rail,regular
26365182,service,spur,regular
26365584,railway,rail,regular
26365798,layer,1,regular
26365798,bridge,yes,regular
26365798,railway,rail,regular
26368357,railway,rail,regular
26368357,service,spur,regular
26390115,leisure,stadium,regular
26390236,building,yes,regular
26390236,shape,gabled,roof
26390476,highway,motorway,regular
26390476,lanes,3,regular
26390476,name,东五环,regular
26390476,en,5th Ring road,name
26390476,oneway,yes,regular
26390476,ref,S50,regular
26390687,ref,G2,regular
26390687,name,北京-上海高速公路,regular
26390687,lanes,2,regular
26390687,oneway,yes,regular
26390687,highway,motorway,regular
26390687,alt_name,京津塘高速公路,regular
26390687,short_name,京沪高速公路,regular
26391513,layer,1,regular
26391513,bridge,yes,regular
26391513,oneway,yes,regular
26391513,highway,motorway_link,regular
26391787,ref,G2,regular
26391787,layer,1,regular
26391787,bridge,yes,regular
26391787,oneway,yes,regular
26391787,highway,motorway,regular
26394564,railway,rail,regular
26394564,created_by,Potlatch 0.10f,regular
26403618,name,华威南路,regular
26403618,oneway,yes,regular
26403618,highway,secondary,regular
26403618,en,South Huawei Road,name
26403618,int_name,Huawei Nanlu,regular
26403779,highway,residential,regular
26403973,oneway,yes,regular
26403973,highway,trunk_link,regular
26403973,created_by,Potlatch 0.10,regular
26413653,highway,footway,regular
26427850,name,六环路,regular
26427850,lanes,2,regular
26427850,layer,1,regular
26427850,bridge,yes,regular
26427850,oneway,yes,regular
26427850,highway,motorway,regular
26427850,int_ref,AH3,regular
26427850,en,6th Ring Road,name
26427972,name,六环路,regular
26427972,lanes,2,regular
26427972,oneway,yes,regular
26427972,highway,motorway,regular
26427972,int_ref,AH3,regular
26427972,en,6th Ring Road,name
26428069,name,六环路,regular
26428069,lanes,2,regular
26428069,layer,1,regular
26428069,bridge,yes,regular
26428069,oneway,yes,regular
26428069,highway,motorway,regular
26428069,int_ref,AH3,regular
26428069,en,6th Ring Road,name
26428079,name,六环路,regular
26428079,lanes,2,regular
26428079,layer,1,regular
26428079,bridge,yes,regular
26428079,oneway,yes,regular
26428079,highway,motorway,regular
26428079,int_ref,AH3,regular
26428079,en,6th Ring Road,name
26428089,name,六环路,regular
26428089,lanes,2,regular
26428089,layer,1,regular
26428089,bridge,yes,regular
26428089,oneway,yes,regular
26428089,highway,motorway,regular
26428089,int_ref,AH3,regular
26428089,en,6th Ring Road,name
26428099,name,六环路,regular
26428099,lanes,2,regular
26428099,oneway,yes,regular
26428099,highway,motorway,regular
26428099,int_ref,AH3,regular
26428099,en,6th Ring Road,name
26428135,highway,motorway_link,regular
26428250,oneway,yes,regular
26428250,highway,tertiary_link,regular
26428333,highway,motorway,regular
26428333,lanes,3,regular
26428333,name,西五环,regular
26428333,oneway,yes,regular
26428333,ref,S50,regular
26514770,highway,footway,regular
26514850,bridge,yes,regular
26514850,highway,unclassified,regular
26514878,highway,residential,regular
26545787,highway,footway,regular
26559964,source,Yahoo Aerial Imagery,regular
26559964,waterway,river,regular
26560292,waterway,stream,regular
26569010,name,腾飞高科岭,regular
26569010,source,Tony77,regular
26569010,building,yes,regular
26569010,levels,3,building
26679311,bridge,yes,regular
26679311,highway,motorway,regular
26679311,lanes,3,regular
26679311,layer,1,regular
26679311,oneway,yes,regular
26679376,name,学清路,regular
26679376,oneway,yes,regular
26679376,highway,tertiary,regular
26679376,en,Xueqing Road,name
26679376,fr,Route Xuéqīng,name
26679376,zh,学清路,name
26679376,zh_pinyin,xuéqīng lù,name
26679456,highway,tertiary,regular
26812127,name,四通桥,regular
26812127,layer,1,regular
26812127,bridge,yes,regular
26812127,oneway,yes,regular
26812127,highway,trunk,regular
26812127,en,Sitong Bridge,name
26812147,name,北三环中路,regular
26812147,oneway,yes,regular
26812147,highway,trunk,regular
26812147,en,North 3rd Ring Road Middle,name
26812198,building,yes,regular
26812198,en,安外大楼,name
26812227,source,landsat,regular
26812227,building,yes,regular
26812253,source,landsat,regular
26812253,building,yes,regular
26953571,name,圆明园西路,regular
26953571,oneway,yes,regular
26953571,highway,secondary,regular
26953571,en,Yuanmingyuan West Road,name
27031243,name,刘家窑桥,regular
27031243,layer,1,regular
27031243,bridge,yes,regular
27031243,oneway,yes,regular
27031243,highway,trunk,regular
27031243,en,Liujiayao Bridge,name
27031257,name,东铁营桥,regular
27031257,layer,1,regular
27031257,bridge,yes,regular
27031257,oneway,yes,regular
27031257,highway,trunk,regular
27032716,lanes,4,regular
27032716,bridge,yes,regular
27032716,oneway,yes,regular
27032716,highway,trunk,regular
27035536,highway,tertiary,regular
27035570,boat,no,regular
27035570,int_name,Yongding,regular
27035570,layer,-1,regular
27035570,name,永定河,regular
27035570,en,Yongding River,name
27035570,zh,永定河,name
27035570,source,Yahoo,regular
27035570,waterway,river,regular
27035601,highway,residential,regular
27035674,name,城南街,regular
27035674,highway,tertiary,regular
27054406,oneway,yes,regular
27054406,source,landsat,regular
27054406,highway,motorway_link,regular
27081674,name,北四环中路,regular
27081674,lanes,4,regular
27081674,oneway,yes,regular
27081674,highway,trunk,regular
27083794,name,圆明园西路,regular
27083794,oneway,yes,regular
27083794,highway,secondary,regular
27083794,en,Yuanmingyuan West Road,name
27083819,access,yes,regular
27083819,highway,footway,regular
27083819,surface,paved,regular
27083835,name,软件园2号路,regular
27083835,highway,tertiary,regular
27083835,en,Zpark Road No 2,name
27209727,sport,golf,regular
27209727,source,landsat,regular
27265187,name,蓟门里北路,regular
27265187,highway,residential,regular
27349550,name,建安街,regular
27349550,highway,tertiary,regular
27572738,name,高粱桥斜街,regular
27572738,lanes,3,regular
27572738,oneway,yes,regular
27572738,highway,secondary,regular
28432088,layer,1,regular
28432088,usage,main,regular
28432088,bridge,yes,regular
28432088,railway,rail,regular
28432088,maxspeed,350,regular
28432088,highspeed,yes,regular
28947754,highway,tertiary_link,regular
29129729,name,景园南街,regular
29129729,oneway,yes,regular
29129729,highway,tertiary,regular
29130240,highway,secondary,regular
29131107,ref,S50,regular
29131107,name,南五环,regular
29131107,lanes,3,regular
29131107,oneway,yes,regular
29131107,highway,trunk,regular
29131107,en,5th Ring road,name
29131520,ref,G108辅线,regular
29131520,name,龙林路,regular
29131520,lanes,3,regular
29131520,oneway,yes,regular
29131520,highway,primary,regular
29131829,name,6th Ring Road,regular
29131829,lanes,2,regular
29131829,layer,1,regular
29131829,bridge,yes,regular
29131829,oneway,yes,regular
29131829,highway,motorway,regular
29131829,int_ref,AH1,regular
29136012,ref,G4501,regular
29136012,name,6th Ring Road,regular
29136012,lanes,2,regular
29136012,oneway,yes,regular
29136012,highway,motorway,regular
29136012,int_ref,AH1,regular
29141130,boat,no,regular
29141130,code,ACB13106,regular
29141130,name,北运河,regular
29141130,layer,-1,regular
29141130,source,Yahoo,regular
29141130,en,Beiyun River,name
29141130,zh,北运河,name
29141130,waterway,canal,regular
29141130,zhb_code,07CB010301,regular
29141130,nsdi_code,CB4005,regular
29141130,zh_pinyin,Běi yùn hé,name
29142182,ref,G1,regular
29142182,name,北京-哈尔滨高速公路,regular
29142182,lanes,3,regular
29142182,oneway,yes,regular
29142182,highway,motorway,regular
29142182,int_ref,AH1,regular
29142182,short_name,京哈高速,regular
29150411,oneway,yes,regular
29150411,highway,motorway_link,regular
29151735,oneway,yes,regular
29151735,highway,motorway_link,regular
29156155,oneway,yes,regular
29156155,highway,motorway_link,regular
29171215,waterway,river,regular
29171215,created_by,Potlatch 0.10f,regular
29171290,oneway,yes,regular
29171290,highway,trunk_link,regular
29171337,lanes,4,regular
29171337,layer,1,regular
29171337,bridge,yes,regular
29171337,oneway,yes,regular
29171337,highway,trunk,regular
29171418,name,化工路,regular
29171418,oneway,yes,regular
29171418,highway,secondary,regular
29171418,int_name,Huagong Lu,regular
29171611,name,京沪线,regular
29171611,layer,1,regular
29171611,bridge,yes,regular
29171611,en,Jinghu Line,name
29171611,zh,京沪线,name
29171611,railway,rail,regular
29178848,highway,track,regular
29178848,surface,sand,regular
29178848,tracktype,grade5,regular
29179517,name,金家村桥,regular
29179517,lanes,3,regular
29179517,layer,1,regular
29179517,bridge,yes,regular
29179517,oneway,yes,regular
29179517,highway,primary,regular
29179517,en,Jinjiacun Bridge,name
29179685,highway,footway,regular
29179924,oneway,yes,regular
29179924,highway,primary_link,regular
29201147,natural,water,regular
29201548,name,东三环中路,regular
29201548,oneway,yes,regular
29201548,highway,trunk,regular
29206344,ref,G2,regular
29206344,name,北京-上海高速公路,regular
29206344,lanes,2,regular
29206344,layer,1,regular
29206344,bridge,yes,regular
29206344,oneway,yes,regular
29206344,highway,motorway,regular
29206344,alt_name,京津塘高速公路,regular
29207086,tunnel,yes,regular
29207086,highway,footway,regular
29207688,bridge,yes,regular
29207688,highway,motorway,regular
29207688,lanes,4,regular
29207688,layer,1,regular
29207688,oneway,yes,regular
29207688,ref,G45;G106,regular
29222451,name,南四环西路,regular
29222451,lanes,4,regular
29222451,oneway,yes,regular
29222451,highway,trunk,regular
29228773,name,颐和园,regular
29228773,leisure,park,regular
29228773,de,Sommerpalast,name
29228773,en,Summer Palace,name
29228773,ru,Летний дворец,name
29228773,zh,颐和园,name
29228773,tourism,attraction,regular
29228773,wikidata,Q4132,regular
29228773,wikipedia,en:Summer Palace,regular
29228773,street,新建宫门路,addr
29228773,opening_hours,Mo-Su 06:30-18:00;Nov 1-Mar 31 07:00-17:00,regular
29228773,zh_pinyin,yíhéyuán,name
29228773,housenumber,19號,addr
29229119,oneway,yes,regular
29229119,highway,tertiary,regular
29235181,layer,1,regular
29235181,bridge,yes,regular
29235181,oneway,yes,regular
29235181,highway,trunk_link,regular
29235353,layer,-1,regular
29235353,tunnel,yes,regular
29235353,waterway,river,regular
29235634,ref,G4501,regular
29235634,name,6th Ring Road,regular
29235634,lanes,2,regular
29235634,oneway,yes,regular
29235634,highway,motorway,regular
29235634,int_ref,AH1;AH3,regular
29235741,oneway,yes,regular
29235741,highway,motorway_link,regular
29235793,oneway,yes,regular
29235793,highway,motorway_link,regular
29235793,created_by,Potlatch 0.10f,regular
29235839,highway,unclassified,regular
29235839,created_by,Potlatch 0.10f,regular
29236087,ref,G1,regular
29236087,name,北京-哈尔滨高速公路,regular
29236087,lanes,3,regular
29236087,oneway,yes,regular
29236087,highway,motorway,regular
29236087,short_name,京哈高速,regular
29241084,bridge,yes,regular
29241084,highway,pedestrian,regular
29241084,created_by,Potlatch 0.10f,regular
29241440,highway,pedestrian,regular
29241925,oneway,yes,regular
29241925,highway,trunk_link,regular
29253308,highway,secondary_link,regular
29253308,oneway,yes,regular
29257588,oneway,yes,regular
29257588,highway,secondary_link,regular
29258169,name,四元桥,regular
29258169,lanes,4,regular
29258169,layer,1,regular
29258169,bridge,yes,regular
29258169,oneway,yes,regular
29258169,highway,trunk,regular
29262374,layer,1,regular
29262374,bridge,yes,regular
29262374,oneway,yes,regular
29262374,highway,trunk,regular
29262968,highway,unclassified,regular
29269018,name,安定门桥,regular
29269018,layer,1,regular
29269018,bridge,yes,regular
29269018,oneway,yes,regular
29269018,highway,secondary,regular
29269018,int_name,Andingmen Qiao,regular
29277038,name,紫竹院路,regular
29277038,oneway,yes,regular
29277038,highway,primary,regular
29277038,en,Zizhuyuan Road,name
29277038,int_name,Zizhuyuan Lu,regular
29281131,electrified,contact_line,regular
29281131,frequency,50,regular
29281131,gauge,1435,regular
29281131,railway,rail,regular
29281131,source,bing,regular
29281131,usage,main,regular
29281131,voltage,25000,regular
29292512,name,南四环东路,regular
29292512,lanes,4,regular
29292512,oneway,yes,regular
29292512,highway,trunk,regular
29293482,name,广安门内大街,regular
29293482,oneway,yes,regular
29293482,highway,primary,regular
29293482,en,Guananmen Inner Avenue,name
29293482,int_name,Guangan'mennei Dajie,regular
29293482,trolley_wire,yes,regular
29309210,name,Huangmuchang Lu,regular
29309210,highway,tertiary,regular
29309230,name,窑洼湖桥,regular
29309230,layer,1,regular
29309230,bridge,yes,regular
29309230,oneway,yes,regular
29309230,highway,secondary,regular
29309230,int_name,Yaowahu Qiao,regular
29315156,name,Xiaowuji Lu,regular
29315156,highway,unclassified,regular
29329637,source,yahoo! Aerial Image,regular
29329637,waterway,stream,regular
29337243,oneway,yes,regular
29337243,highway,motorway_link,regular
29337325,name,6th Ring Road,regular
29337325,lanes,2,regular
29337325,oneway,yes,regular
29337325,highway,motorway,regular
29337325,int_ref,AH3,regular
29377362,ref,G102,regular
29377362,name,北京-哈尔滨公路,regular
29377362,lanes,2,regular
29377362,oneway,yes,regular
29377362,highway,motorway,regular
29377362,loc_name,通燕高速,regular
29377362,short_name,京哈线,regular
29377734,ref,G102,regular
29377734,name,通州北关桥,regular
29377734,lanes,2,regular
29377734,layer,2,regular
29377734,bridge,yes,regular
29377734,oneway,yes,regular
29377734,highway,motorway,regular
29380252,name,十八里店环岛,regular
29380252,highway,tertiary,regular
29380252,junction,roundabout,regular
29422061,ref,G109,regular
29422061,name,阜石路,regular
29422061,oneway,yes,regular
29422061,highway,trunk,regular
29422061,en,Fushi Road,name
29422181,name,西三环北路,regular
29422181,oneway,yes,regular
29422181,highway,tertiary,regular
29458993,oneway,yes,regular
29458993,highway,tertiary_link,regular
29484789,oneway,yes,regular
29484789,highway,primary_link,regular
29578214,oneway,yes,regular
29578214,highway,tertiary,regular
30025396,name,广安路,regular
30025396,oneway,yes,regular
30025396,highway,primary,regular
30025396,en,Guanan Street,name
30025396,int_name,Guang'an Lu,regular
30042084,oneway,yes,regular
30042084,highway,primary_link,regular
30042591,highway,primary,regular
30042591,int_name,Shijingshan Lu,regular
30042591,name,石景山路,regular
30042591,en,Shijingshan Road,name
30042591,oneway,yes,regular
30048377,layer,1,regular
30048377,bridge,yes,regular
30048377,oneway,yes,regular
30048377,highway,secondary,regular
30048377,created_by,Potlatch 0.10f,regular
30051902,name,三台山路,regular
30051902,oneway,yes,regular
30051902,highway,primary,regular
30051902,en,Santaishan Road,name
30051902,int_name,Santaishan lu,regular
30052419,bridge,yes,regular
30052419,highway,motorway,regular
30052419,layer,1,regular
30052419,oneway,yes,regular
30052878,oneway,yes,regular
30052878,highway,secondary_link,regular
30052878,maxheight,4.2,regular
30065037,name,地安门西大街,regular
30065037,oneway,yes,regular
30065037,highway,primary,regular
30065037,en,Di'anmen West Street,name
30065037,trolley_wire,yes,regular
30065037,zh_pinyin,Dì'ānmén Xīdàjiē,name
30070412,highway,tertiary,regular
30070727,oneway,yes,regular
30070727,highway,motorway_link,regular
30152269,oneway,yes,regular
30152269,highway,tertiary_link,regular
30186348,name,望京西路,regular
30186348,oneway,yes,regular
30186348,highway,tertiary,regular
30186897,highway,secondary_link,regular
30186897,en,Side Road of Dongzhimen North Street,name
30187665,name,张自忠路,regular
30187665,oneway,yes,regular
30187665,highway,primary,regular
30187665,en,Zhangzizhong Road,name
30187665,zh_pinyin,Zhāngzìzhōng Lù,name
30194015,layer,1,regular
30194015,bridge,yes,regular
30194015,oneway,yes,regular
30194015,highway,motorway_link,regular
30212571,name,南三环西路,regular
30212571,oneway,yes,regular
30212571,highway,trunk,regular
30212571,zh,南三环西路,name
30212672,oneway,yes,regular
30212672,highway,motorway_link,regular
30212759,waterway,canal,regular
30546346,oneway,yes,regular
30546346,highway,trunk_link,regular
30546751,oneway,yes,regular
30546751,highway,trunk_link,regular
30546864,oneway,yes,regular
30546864,highway,trunk_link,regular
30547121,name,丽泽桥,regular
30547121,layer,1,regular
30547121,bridge,yes,regular
30547121,oneway,yes,regular
30547121,highway,trunk,regular
30558542,layer,1,regular
30558542,bridge,yes,regular
30558542,oneway,yes,regular
30558542,highway,motorway_link,regular
30596743,name,东四环中路,regular
30596743,lanes,4,regular
30596743,oneway,yes,regular
30596743,highway,trunk,regular
30663160,gauge,1435,regular
30663160,layer,-2,regular
30663160,colour,#0092C7,regular
30663160,tunnel,yes,regular
30663160,railway,subway,regular
30663160,voltage,750,regular
30663160,frequency,0,regular
30663160,electrified,rail,regular
30705227,name,永泰庄东路,regular
30705227,highway,tertiary,regular
30705227,en,YongTai Zhuang East Road,name
30748082,highway,tertiary_link,regular
30748536,highway,tertiary,regular
30748536,name,紫竹院南路,regular
30748536,en,South Zizhuyuan Road,name
30748903,name,延年胡同,regular
30748903,highway,service,regular
30748903,en,Yannian Alley,name
30748903,service,alley,regular
30749024,name,新大仓胡同,regular
30749024,highway,service,regular
30749024,service,alley,regular
30752933,name,炭儿胡同,regular
30752933,highway,service,regular
30752933,en,Tan'er Hutong,name
30752933,service,alley,regular
30753039,name,石头胡同,regular
30753039,highway,service,regular
30753039,en,Shitou Hutong,name
30753039,service,alley,regular
30765885,name,草厂七条,regular
30765885,highway,service,regular
30765885,en,Caochang Qitiao,name
30765885,service,alley,regular
30765933,highway,service,regular
30765933,service,alley,regular
30766002,name,腊竹胡同,regular
30766002,highway,service,regular
30766002,en,Lazhu Hutong,name
30766002,service,alley,regular
30766127,bicycle,no,regular
30766127,highway,pedestrian,regular
30766127,name,鲜鱼口街,regular
30766478,highway,service,regular
30766478,service,alley,regular
30766539,name,前海西街,regular
30766539,highway,tertiary,regular
30766539,en,Qianhai West Street,name
30766539,int_name,Qianhai Xijie,regular
30766818,name,后海夹道,regular
30766818,highway,service,regular
30766818,en,Houhai Jiadao,name
30766818,service,alley,regular
30766917,name,东福寿里,regular
30766917,highway,unclassified,regular
30766917,en,Dongfushouli,name
30766917,int_name,Dongfushou Li,regular
30767084,name,西口袋胡同,regular
30767084,highway,service,regular
30767084,en,Xikoudai Hutong,name
30767084,service,alley,regular
30767242,name,藕芽胡同,regular
30767242,highway,service,regular
30767242,service,alley,regular
30767242,int_name,Ouya Hutong,regular
30767331,name,西海东沿,regular
30767331,highway,service,regular
30767331,en,Xihai East,name
30767331,zh,西海东沿,name
30767331,service,alley,regular
30767471,name,前肖家胡同,regular
30767471,highway,service,regular
30767471,en,Qianxiaojia Alley,name
30767471,service,alley,regular
30767599,highway,service,regular
30767599,service,alley,regular
